,winner,loser,map,리마스터,방식,대회 레벨,대회 이름,중요도
2006,주성욱[Zest],하연주[배우],54,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2007,하연주[배우],주성욱[Zest],85,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2008,하연주[배우],주성욱[Zest],63,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2009,하연주[배우],주성욱[Zest],89,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2010,홍진호[YellOw],박용욱[Kingdom],71,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2011,홍진호[YellOw],박용욱[Kingdom],41,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2012,박용욱[Kingdom],홍진호[YellOw],40,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2013,박용욱[Kingdom],홍진호[YellOw],73,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2014,박용욱[Kingdom],홍진호[YellOw],24,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2015,최정문[서울대학교],조성주[Maru],6,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2016,최정문[서울대학교],조성주[Maru],76,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2017,최정문[서울대학교],조성주[Maru],49,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2018,남휘종[강사],임요환[Slayer_S BoxeR],78,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2019,남휘종[강사],임요환[Slayer_S BoxeR],80,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2020,남휘종[강사],임요환[Slayer_S BoxeR],7,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2021,정윤종[Rain],전태양[TY],32,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2022,정윤종[Rain],전태양[TY],49,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2023,정윤종[Rain],전태양[TY],55,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2024,김대엽[Stats],조병세[sKyHigh],73,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2025,조병세[sKyHigh],김대엽[Stats],14,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2026,조병세[sKyHigh],김대엽[Stats],47,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2027,조병세[sKyHigh],김대엽[Stats],0,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2028,송병구[Stork],김웅용[공학자],14,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2029,송병구[Stork],김웅용[공학자],36,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2030,송병구[Stork],김웅용[공학자],53,X,개인리그,마이너,The Brain Wars Ⅱ,16강
2031,하연주[배우],최연성[iloveoov],80,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2032,최연성[iloveoov],하연주[배우],14,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2033,하연주[배우],최연성[iloveoov],59,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2034,최연성[iloveoov],하연주[배우],82,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2035,최연성[iloveoov],하연주[배우],50,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2036,최정문[서울대학교],박용욱[Kingdom],47,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2037,최정문[서울대학교],박용욱[Kingdom],65,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2038,박용욱[Kingdom],최정문[서울대학교],15,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2039,박용욱[Kingdom],최정문[서울대학교],56,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2040,최정문[서울대학교],박용욱[Kingdom],93,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2041,남휘종[강사],정윤종[Rain],17,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2042,정윤종[Rain],남휘종[강사],77,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2043,정윤종[Rain],남휘종[강사],79,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2044,남휘종[강사],정윤종[Rain],64,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2045,남휘종[강사],정윤종[Rain],42,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2046,조병세[sKyHigh],송병구[Stork],46,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2047,송병구[Stork],조병세[sKyHigh],53,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2048,조병세[sKyHigh],송병구[Stork],62,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2049,송병구[Stork],조병세[sKyHigh],69,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2050,조병세[sKyHigh],송병구[Stork],95,X,개인리그,마이너,The Brain Wars Ⅱ,8강
2051,최연성[iloveoov],최정문[서울대학교],3,X,개인리그,마이너,The Brain Wars Ⅱ,4강
2052,최정문[서울대학교],최연성[iloveoov],2,X,개인리그,마이너,The Brain Wars Ⅱ,4강
2053,최정문[서울대학교],최연성[iloveoov],81,X,개인리그,마이너,The Brain Wars Ⅱ,4강
2054,최정문[서울대학교],최연성[iloveoov],77,X,개인리그,마이너,The Brain Wars Ⅱ,4강
2055,조병세[sKyHigh],남휘종[강사],90,X,개인리그,마이너,The Brain Wars Ⅱ,4강
2056,남휘종[강사],조병세[sKyHigh],38,X,개인리그,마이너,The Brain Wars Ⅱ,4강
2057,남휘종[강사],조병세[sKyHigh],71,X,개인리그,마이너,The Brain Wars Ⅱ,4강
2058,남휘종[강사],조병세[sKyHigh],53,X,개인리그,마이너,The Brain Wars Ⅱ,4강
2059,남휘종[강사],최정문[서울대학교],28,X,개인리그,마이너,The Brain Wars Ⅱ,결승
2060,남휘종[강사],최정문[서울대학교],61,X,개인리그,마이너,The Brain Wars Ⅱ,결승
2061,남휘종[강사],최정문[서울대학교],20,X,개인리그,마이너,The Brain Wars Ⅱ,결승
2062,유재석[방송인],김준호[코미디언],95,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2063,유재석[방송인],김준호[코미디언],93,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2064,정준하[방송인],하동훈[가수],68,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2065,정준하[방송인],하동훈[가수],89,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2066,홍진호[YellOw],임요환[Slayer_S BoxeR],95,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2067,임요환[Slayer_S BoxeR],홍진호[YellOw],92,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2068,임요환[Slayer_S BoxeR],홍진호[YellOw],68,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2069,최정문[서울대학교],김태성[경기대학교],89,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2070,김태성[경기대학교],최정문[서울대학교],91,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2071,최정문[서울대학교],김태성[경기대학교],87,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2072,박보영[배우],이정현[가수],95,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2073,이정현[가수],박보영[배우],80,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2074,박보영[배우],이정현[가수],87,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2075,차태현[배우],권강남(나메카와 야스오)[방송인],70,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2076,차태현[배우],권강남(나메카와 야스오)[방송인],87,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2077,정준영[가수],김종민[코요테],91,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2078,정준영[가수],김종민[코요테],68,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2079,정형돈[코미디언],박명수[방송인],93,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2080,정형돈[코미디언],박명수[방송인],89,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,16강
2081,유재석[방송인],정준하[방송인],68,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2082,정준하[방송인],유재석[방송인],70,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2083,유재석[방송인],정준하[방송인],92,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2084,임요환[Slayer_S BoxeR],최정문[서울대학교],89,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2085,최정문[서울대학교],임요환[Slayer_S BoxeR],92,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2086,최정문[서울대학교],임요환[Slayer_S BoxeR],91,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2087,박보영[배우],차태현[배우],91,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2088,박보영[배우],차태현[배우],95,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2089,정준영[가수],정형돈[코미디언],68,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2090,정형돈[코미디언],정준영[가수],89,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2091,정준영[가수],정형돈[코미디언],93,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,8강
2092,유재석[방송인],최정문[서울대학교],68,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,4강
2093,유재석[방송인],최정문[서울대학교],70,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,4강
2094,박보영[배우],정준영[가수],93,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,4강
2095,박보영[배우],정준영[가수],70,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,4강
2096,유재석[방송인],박보영[배우],95,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,결승
2097,박보영[배우],유재석[방송인],89,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,결승
2098,유재석[방송인],박보영[배우],93,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,결승
2099,유재석[방송인],박보영[배우],92,X,개인리그,마이너,The Broadcast-Star's League 2 - 대구,결승
2100,윤보미[에이핑크],박인경[SW],24,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2101,박인경[SW],윤보미[에이핑크],26,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2102,박인경[SW],윤보미[에이핑크],78,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2103,김웅용[공학자],오현민[KAIST],29,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2104,오현민[KAIST],김웅용[공학자],78,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2105,김웅용[공학자],오현민[KAIST],44,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2106,이윤열[NaDa],이재은[경기대학교],90,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2107,이재은[경기대학교],이윤열[NaDa],77,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2108,이윤열[NaDa],이재은[경기대학교],29,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2109,박태원[아나운서],김선아[SW],44,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2110,김선아[SW],박태원[아나운서],78,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2111,박태원[아나운서],김선아[SW],40,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2112,송예찬[광운대학교],김기석[SW],29,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2113,송예찬[광운대학교],김기석[SW],77,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2114,김태성[경기대학교],박명수[방송인],78,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2115,김태성[경기대학교],박명수[방송인],90,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2116,정명훈[FanTaSy],정윤종[Rain],24,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2117,정명훈[FanTaSy],정윤종[Rain],44,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2118,문재인[정치인],방민아[걸스데이],78,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2119,방민아[걸스데이],문재인[정치인],87,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2120,방민아[걸스데이],문재인[정치인],24,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2121,이신형[InNovation],션(노승환)[지누션],24,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2122,이신형[InNovation],션(노승환)[지누션],78,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2123,김연우(김학철)[가수],김동건[서울대학교],78,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2124,김동건[서울대학교],김연우(김학철)[가수],44,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2125,김연우(김학철)[가수],김동건[서울대학교],40,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2126,홍진호[YellOw],노예란[가톨릭대학교],29,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2127,노예란[가톨릭대학교],홍진호[YellOw],24,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2128,홍진호[YellOw],노예란[가톨릭대학교],44,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2129,조병세[sKyHigh],강민[Nal_rA],40,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2130,강민[Nal_rA],조병세[sKyHigh],21,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2131,조병세[sKyHigh],강민[Nal_rA],24,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2132,임시완[제-아],김빛이라[기자],78,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2133,임시완[제-아],김빛이라[기자],87,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2134,이호진[서울대학교],조수빈[달샤벳],26,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2135,이호진[서울대학교],조수빈[달샤벳],44,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2136,이승현[Life],이영표[축구선수],78,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2137,이영표[축구선수],이승현[Life],40,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2138,이승현[Life],이영표[축구선수],21,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2139,박준형[g.o.d],권리세[레이디스코드],44,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2140,박준형[g.o.d],권리세[레이디스코드],87,X,개인리그,메이저,Intel Extreme Masters - Paris,32강
2141,김웅용[공학자],박인경[SW],28,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2142,김웅용[공학자],박인경[SW],57,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2143,이윤열[NaDa],박태원[아나운서],77,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2144,이윤열[NaDa],박태원[아나운서],90,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2145,김태성[경기대학교],송예찬[광운대학교],57,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2146,김태성[경기대학교],송예찬[광운대학교],29,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2147,정명훈[FanTaSy],방민아[걸스데이],24,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2148,정명훈[FanTaSy],방민아[걸스데이],29,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2149,김연우(김학철)[가수],이신형[InNovation],78,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2150,김연우(김학철)[가수],이신형[InNovation],87,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2151,홍진호[YellOw],조병세[sKyHigh],40,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2152,홍진호[YellOw],조병세[sKyHigh],77,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2153,이호진[서울대학교],임시완[제-아],21,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2154,임시완[제-아],이호진[서울대학교],28,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2155,이호진[서울대학교],임시완[제-아],40,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2156,이승현[Life],박준형[g.o.d],26,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2157,이승현[Life],박준형[g.o.d],29,X,개인리그,메이저,Intel Extreme Masters - Paris,16강
2158,이윤열[NaDa],김웅용[공학자],28,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2159,김웅용[공학자],이윤열[NaDa],57,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2160,이윤열[NaDa],김웅용[공학자],24,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2161,이윤열[NaDa],김웅용[공학자],44,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2162,정명훈[FanTaSy],김태성[경기대학교],78,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2163,정명훈[FanTaSy],김태성[경기대학교],90,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2164,정명훈[FanTaSy],김태성[경기대학교],44,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2165,홍진호[YellOw],김연우(김학철)[가수],29,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2166,김연우(김학철)[가수],홍진호[YellOw],90,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2167,김연우(김학철)[가수],홍진호[YellOw],28,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2168,김연우(김학철)[가수],홍진호[YellOw],78,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2169,이호진[서울대학교],이승현[Life],57,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2170,이승현[Life],이호진[서울대학교],26,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2171,이호진[서울대학교],이승현[Life],78,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2172,이승현[Life],이호진[서울대학교],21,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2173,이승현[Life],이호진[서울대학교],77,X,개인리그,메이저,Intel Extreme Masters - Paris,8강
2174,이윤열[NaDa],정명훈[FanTaSy],29,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2175,이윤열[NaDa],정명훈[FanTaSy],28,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2176,정명훈[FanTaSy],이윤열[NaDa],24,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2177,정명훈[FanTaSy],이윤열[NaDa],90,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2178,이윤열[NaDa],정명훈[FanTaSy],57,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2179,김연우(김학철)[가수],이승현[Life],90,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2180,이승현[Life],김연우(김학철)[가수],28,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2181,이승현[Life],김연우(김학철)[가수],29,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2182,김연우(김학철)[가수],이승현[Life],57,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2183,김연우(김학철)[가수],이승현[Life],78,X,개인리그,메이저,Intel Extreme Masters - Paris,4강
2184,이윤열[NaDa],김연우(김학철)[가수],77,X,개인리그,메이저,Intel Extreme Masters - Paris,결승
2185,김연우(김학철)[가수],이윤열[NaDa],44,X,개인리그,메이저,Intel Extreme Masters - Paris,결승
2186,김연우(김학철)[가수],이윤열[NaDa],24,X,개인리그,메이저,Intel Extreme Masters - Paris,결승
2187,이윤열[NaDa],김연우(김학철)[가수],57,X,개인리그,메이저,Intel Extreme Masters - Paris,결승
2188,이윤열[NaDa],김연우(김학철)[가수],78,X,개인리그,메이저,Intel Extreme Masters - Paris,결승
2189,김연우(김학철)[가수],이윤열[NaDa],87,X,개인리그,메이저,Intel Extreme Masters - Paris,결승
2190,김연우(김학철)[가수],이윤열[NaDa],40,X,개인리그,메이저,Intel Extreme Masters - Paris,결승
2191,조성주[Maru],권강남(나메카와 야스오)[방송인],27,X,개인리그,메이저,NEXEN MSL,32강
2192,김종민[코요테],방민아[걸스데이],16,X,개인리그,메이저,NEXEN MSL,32강
2193,조성주[Maru],김종민[코요테],17,X,개인리그,메이저,NEXEN MSL,32강
2194,방민아[걸스데이],권강남(나메카와 야스오)[방송인],13,X,개인리그,메이저,NEXEN MSL,32강
2195,김종민[코요테],방민아[걸스데이],19,X,개인리그,메이저,NEXEN MSL,32강
2196,최정문[서울대학교],김구라(김현동)[방송인],16,X,개인리그,메이저,NEXEN MSL,32강
2197,송병구[Stork],강한솔[간호사],49,X,개인리그,메이저,NEXEN MSL,32강
2198,최정문[서울대학교],송병구[Stork],17,X,개인리그,메이저,NEXEN MSL,32강
2199,강한솔[간호사],김구라(김현동)[방송인],27,X,개인리그,메이저,NEXEN MSL,32강
2200,송병구[Stork],강한솔[간호사],-2,X,개인리그,메이저,NEXEN MSL,32강
2201,임성춘[IntotheRain],남휘종[강사],-2,X,개인리그,메이저,NEXEN MSL,32강
2202,노현민[숭실대학교],이재은[경기대학교],17,X,개인리그,메이저,NEXEN MSL,32강
2203,임성춘[IntotheRain],노현민[숭실대학교],27,X,개인리그,메이저,NEXEN MSL,32강
2204,남휘종[강사],이재은[경기대학교],13,X,개인리그,메이저,NEXEN MSL,32강
2205,남휘종[강사],노현민[숭실대학교],49,X,개인리그,메이저,NEXEN MSL,32강
2206,정윤종[Rain],김태성[경기대학교],17,X,개인리그,메이저,NEXEN MSL,32강
2207,김은아[숭실대학교],김성수[쿨],-2,X,개인리그,메이저,NEXEN MSL,32강
2208,정윤종[Rain],김은아[숭실대학교],19,X,개인리그,메이저,NEXEN MSL,32강
2209,김태성[경기대학교],김성수[쿨],13,X,개인리그,메이저,NEXEN MSL,32강
2210,김태성[경기대학교],김은아[숭실대학교],15,X,개인리그,메이저,NEXEN MSL,32강
2211,원이삭[PartinG],차태현[배우],49,X,개인리그,메이저,NEXEN MSL,32강
2212,유병언[KSK],김동준[해설],17,X,개인리그,메이저,NEXEN MSL,32강
2213,원이삭[PartinG],유병언[KSK],-2,X,개인리그,메이저,NEXEN MSL,32강
2214,김동준[해설],차태현[배우],19,X,개인리그,메이저,NEXEN MSL,32강
2215,김동준[해설],유병언[KSK],13,X,개인리그,메이저,NEXEN MSL,32강
2216,이나경[서경대학교],박용욱[Kingdom],17,X,개인리그,메이저,NEXEN MSL,32강
2217,소찬휘(김경희)[가수],제임스 폴 메카트니 경[비틀즈],13,X,개인리그,메이저,NEXEN MSL,32강
2218,소찬휘(김경희)[가수],이나경[서경대학교],27,X,개인리그,메이저,NEXEN MSL,32강
2219,제임스 폴 메카트니 경[비틀즈],박용욱[Kingdom],15,X,개인리그,메이저,NEXEN MSL,32강
2220,제임스 폴 메카트니 경[비틀즈],이나경[서경대학교],16,X,개인리그,메이저,NEXEN MSL,32강
2221,임요환[Slayer_S BoxeR],김동건[서울대학교],13,X,개인리그,메이저,NEXEN MSL,32강
2222,이윤열[NaDa],김지민[코미디언],17,X,개인리그,메이저,NEXEN MSL,32강
2223,이윤열[NaDa],임요환[Slayer_S BoxeR],15,X,개인리그,메이저,NEXEN MSL,32강
2224,김지민[코미디언],김동건[서울대학교],27,X,개인리그,메이저,NEXEN MSL,32강
2225,임요환[Slayer_S BoxeR],김지민[코미디언],19,X,개인리그,메이저,NEXEN MSL,32강
2226,강민[Nal_rA],데미스 허사비스[개발자],17,X,개인리그,메이저,NEXEN MSL,32강
2227,김유진[SES],루나(박선영)[f(x)],19,X,개인리그,메이저,NEXEN MSL,32강
2228,강민[Nal_rA],김유진[SES],-2,X,개인리그,메이저,NEXEN MSL,32강
2229,루나(박선영)[f(x)],데미스 허사비스[개발자],49,X,개인리그,메이저,NEXEN MSL,32강
2230,김유진[SES],루나(박선영)[f(x)],16,X,개인리그,메이저,NEXEN MSL,32강
2231,정윤종[Rain],김유진[SES],15,X,개인리그,메이저,NEXEN MSL,16강
2232,정윤종[Rain],김유진[SES],-2,X,개인리그,메이저,NEXEN MSL,16강
2233,소찬휘(김경희)[가수],제임스 폴 메카트니 경[비틀즈],13,X,개인리그,메이저,NEXEN MSL,16강
2234,제임스 폴 메카트니 경[비틀즈],소찬휘(김경희)[가수],15,X,개인리그,메이저,NEXEN MSL,16강
2235,제임스 폴 메카트니 경[비틀즈],소찬휘(김경희)[가수],17,X,개인리그,메이저,NEXEN MSL,16강
2236,송병구[Stork],원이삭[PartinG],-2,X,개인리그,메이저,NEXEN MSL,16강
2237,원이삭[PartinG],송병구[Stork],15,X,개인리그,메이저,NEXEN MSL,16강
2238,송병구[Stork],원이삭[PartinG],49,X,개인리그,메이저,NEXEN MSL,16강
2239,이윤열[NaDa],김종민[코요테],17,X,개인리그,메이저,NEXEN MSL,16강
2240,이윤열[NaDa],김종민[코요테],49,X,개인리그,메이저,NEXEN MSL,16강
2241,임성춘[IntotheRain],김동준[해설],27,X,개인리그,메이저,NEXEN MSL,16강
2242,김동준[해설],임성춘[IntotheRain],13,X,개인리그,메이저,NEXEN MSL,16강
2243,김동준[해설],임성춘[IntotheRain],49,X,개인리그,메이저,NEXEN MSL,16강
2244,강민[Nal_rA],임요환[Slayer_S BoxeR],15,X,개인리그,메이저,NEXEN MSL,16강
2245,강민[Nal_rA],임요환[Slayer_S BoxeR],19,X,개인리그,메이저,NEXEN MSL,16강
2246,남휘종[강사],최정문[서울대학교],13,X,개인리그,메이저,NEXEN MSL,16강
2247,최정문[서울대학교],남휘종[강사],-2,X,개인리그,메이저,NEXEN MSL,16강
2248,최정문[서울대학교],남휘종[강사],49,X,개인리그,메이저,NEXEN MSL,16강
2249,조성주[Maru],김태성[경기대학교],13,X,개인리그,메이저,NEXEN MSL,16강
2250,조성주[Maru],김태성[경기대학교],49,X,개인리그,메이저,NEXEN MSL,16강
2251,제임스 폴 메카트니 경[비틀즈],정윤종[Rain],17,X,개인리그,메이저,NEXEN MSL,8강
2252,제임스 폴 메카트니 경[비틀즈],정윤종[Rain],13,X,개인리그,메이저,NEXEN MSL,8강
2253,정윤종[Rain],제임스 폴 메카트니 경[비틀즈],-2,X,개인리그,메이저,NEXEN MSL,8강
2254,정윤종[Rain],제임스 폴 메카트니 경[비틀즈],27,X,개인리그,메이저,NEXEN MSL,8강
2255,정윤종[Rain],제임스 폴 메카트니 경[비틀즈],17,X,개인리그,메이저,NEXEN MSL,8강
2256,송병구[Stork],이윤열[NaDa],15,X,개인리그,메이저,NEXEN MSL,8강
2257,송병구[Stork],이윤열[NaDa],16,X,개인리그,메이저,NEXEN MSL,8강
2258,이윤열[NaDa],송병구[Stork],27,X,개인리그,메이저,NEXEN MSL,8강
2259,이윤열[NaDa],송병구[Stork],19,X,개인리그,메이저,NEXEN MSL,8강
2260,송병구[Stork],이윤열[NaDa],15,X,개인리그,메이저,NEXEN MSL,8강
2261,강민[Nal_rA],김동준[해설],27,X,개인리그,메이저,NEXEN MSL,8강
2262,강민[Nal_rA],김동준[해설],19,X,개인리그,메이저,NEXEN MSL,8강
2263,강민[Nal_rA],김동준[해설],17,X,개인리그,메이저,NEXEN MSL,8강
2264,최정문[서울대학교],조성주[Maru],27,X,개인리그,메이저,NEXEN MSL,8강
2265,조성주[Maru],최정문[서울대학교],-2,X,개인리그,메이저,NEXEN MSL,8강
2266,최정문[서울대학교],조성주[Maru],13,X,개인리그,메이저,NEXEN MSL,8강
2267,최정문[서울대학교],조성주[Maru],17,X,개인리그,메이저,NEXEN MSL,8강
2268,정윤종[Rain],송병구[Stork],49,X,개인리그,메이저,NEXEN MSL,4강
2269,정윤종[Rain],송병구[Stork],16,X,개인리그,메이저,NEXEN MSL,4강
2270,정윤종[Rain],송병구[Stork],19,X,개인리그,메이저,NEXEN MSL,4강
2271,최정문[서울대학교],강민[Nal_rA],16,X,개인리그,메이저,NEXEN MSL,4강
2272,최정문[서울대학교],강민[Nal_rA],-2,X,개인리그,메이저,NEXEN MSL,4강
